#For superellipsoids (12 columns:rx	ry	rz	eps1	eps2	x	y	z	q0	q1	q2	q3)
4.422411e-04	3.743170e-04	2.567008e-04	1.342984e+00	6.234868e-01	6.174531e-03	6.995933e-03	6.151873e-03	-9.480876e-01	2.791850e-01	1.317894e-01	-7.627106e-02
2.596832e-04	2.966217e-04	2.862059e-04	1.425467e+00	1.675064e+00	4.562128e-03	4.603779e-03	4.459947e-03	-2.128747e-01	5.674851e-01	-7.721344e-01	-1.909278e-01
2.667584e-04	3.596801e-04	2.738437e-04	9.077487e-01	1.386517e+00	5.712760e-03	6.323021e-03	4.854849e-03	-6.870351e-01	-2.766692e-01	6.655083e-01	9.238869e-02
4.454760e-04	4.179837e-04	2.709601e-04	8.728694e-01	1.681946e+00	4.975021e-03	2.696134e-03	6.056651e-03	8.206457e-01	-3.493865e-01	-4.362615e-01	1.189354e-01
3.974499e-04	4.322704e-04	4.003824e-04	9.024974e-01	1.297954e+00	3.448335e-03	5.117193e-03	4.400418e-03	-8.022807e-01	1.481974e-01	-1.395775e-01	-5.611607e-01
3.312633e-04	3.428324e-04	2.283781e-04	8.349978e-01	8.989507e-01	5.984995e-03	6.257002e-03	2.126305e-03	1.099896e-01	7.143192e-01	-1.943785e-01	6.632249e-01
4.169555e-04	4.186118e-04	4.041052e-04	1.184635e+00	1.562865e+00	2.607748e-03	4.289987e-03	5.331105e-03	-3.388765e-01	-1.723059e-01	8.372404e-01	-3.930673e-01
3.356882e-04	3.935555e-04	4.154870e-04	1.409101e+00	9.428334e-01	3.771265e-03	5.234613e-03	2.208356e-03	-1.825014e-02	-9.300699e-01	3.666625e-01	-1.398114e-02
4.464759e-04	3.400406e-04	2.763223e-04	8.200317e-01	1.403360e+00	3.036503e-03	2.741138e-03	5.069830e-03	-1.498469e-02	-7.907431e-01	-4.642960e-01	-3.986603e-01
2.898654e-04	2.838527e-04	3.193408e-04	8.515683e-01	6.662584e-01	4.014728e-03	4.696971e-03	2.083833e-03	-1.639981e-01	7.013222e-01	1.126683e-01	6.845127e-01
4.108300e-04	2.121388e-04	3.328389e-04	1.580617e+00	1.317537e+00	3.052183e-03	4.580651e-03	3.631662e-03	2.131503e-01	-1.306530e-01	9.550079e-01	1.595513e-01
2.424561e-04	4.081878e-04	3.672131e-04	1.117469e+00	9.457577e-01	6.964807e-03	3.872763e-03	3.078894e-03	-4.500486e-01	5.261613e-01	3.674585e-02	7.205972e-01
3.700195e-04	3.929976e-04	4.405927e-04	1.501789e+00	7.074635e-01	3.604713e-03	4.144703e-03	2.734736e-03	5.264148e-01	7.966947e-01	-1.075193e-01	2.767756e-01
2.900611e-04	3.135971e-04	2.146770e-04	8.794498e-01	1.079937e+00	5.767799e-03	7.296978e-03	3.032819e-03	5.651137e-01	-4.705661e-01	6.236025e-01	2.652055e-01
2.538376e-04	2.949426e-04	3.717844e-04	1.643904e+00	1.444585e+00	5.215078e-03	6.266090e-03	7.206219e-03	-8.241912e-02	2.298486e-01	5.030682e-01	8.290351e-01
2.156924e-04	4.405021e-04	3.228379e-04	7.814282e-01	1.406041e+00	3.215161e-03	5.210986e-03	7.178799e-03	-5.183206e-01	-3.757114e-01	-7.592211e-01	-1.173372e-01
3.717321e-04	2.706605e-04	3.570678e-04	1.414198e+00	8.662062e-01	4.548041e-03	6.392889e-03	6.928841e-03	-1.288064e-01	-7.903466e-01	-4.207421e-01	-4.263064e-01
3.165405e-04	3.577065e-04	2.930196e-04	1.623245e+00	6.892011e-01	7.089562e-03	7.250154e-03	7.472411e-03	9.415410e-01	-8.226495e-05	-4.230573e-04	3.368982e-01
4.155674e-04	2.358109e-04	2.987795e-04	7.505213e-01	1.069199e+00	6.013407e-03	5.975381e-03	2.817948e-03	-5.288046e-01	-4.797628e-01	5.866928e-01	-3.820797e-01
3.296081e-04	3.971315e-04	2.344413e-04	6.537891e-01	9.359119e-01	4.539337e-03	4.636620e-03	3.546347e-03	3.375171e-01	-1.655743e-01	9.264060e-01	-2.095851e-02
4.499250e-04	3.957366e-04	3.186154e-04	1.279298e+00	8.401771e-01	5.126123e-03	3.613627e-03	3.906954e-03	-8.091884e-01	3.135853e-01	4.961622e-01	-2.648429e-02
2.855226e-04	4.361936e-04	3.875776e-04	1.185494e+00	1.040692e+00	6.956678e-03	4.668794e-03	4.867565e-03	4.244615e-01	6.114896e-01	6.501504e-01	1.523725e-01
3.251792e-04	2.879407e-04	3.703897e-04	1.606566e+00	1.425893e+00	3.276179e-03	3.324295e-03	3.469879e-03	6.879737e-01	-5.354685e-01	-4.072749e-02	4.881669e-01
3.883322e-04	4.026601e-04	2.415585e-04	1.127379e+00	1.607280e+00	4.251250e-03	5.037069e-03	7.453041e-03	1.795776e-01	1.740420e-01	-4.220132e-01	8.714162e-01
2.729956e-04	2.607312e-04	3.290031e-04	1.422151e+00	7.998349e-01	4.139675e-03	7.205219e-03	5.302323e-03	3.259357e-01	-1.799781e-01	-7.277287e-01	-5.760075e-01
3.342069e-04	2.414029e-04	3.078076e-04	1.690673e+00	1.437094e+00	2.010846e-03	3.490271e-03	2.111096e-03	-3.208098e-01	-4.107940e-01	-1.568574e-02	8.532780e-01
4.165574e-04	2.247159e-04	3.595682e-04	8.592392e-01	1.421953e+00	7.139062e-03	2.280031e-03	3.901154e-03	1.404216e-01	6.884423e-01	-7.045246e-01	-9.987046e-02
3.108833e-04	2.132846e-04	4.088415e-04	1.252874e+00	9.618699e-01	7.052572e-03	7.302973e-03	5.053779e-03	-6.453099e-02	-9.416818e-01	2.314815e-01	-2.355576e-01
4.493217e-04	3.340073e-04	3.124014e-04	1.685557e+00	1.485358e+00	7.070084e-03	7.272401e-03	4.379632e-03	-7.980508e-01	-3.834317e-01	-4.640479e-01	2.746892e-02
3.371563e-04	3.661181e-04	2.428122e-04	9.814897e-01	7.453983e-01	2.116360e-03	4.668289e-03	2.933437e-03	-2.389119e-02	5.697495e-02	7.455851e-01	6.635405e-01
3.956350e-04	3.921193e-04	3.386439e-04	1.391656e+00	1.349678e+00	4.250586e-03	5.437669e-03	6.405121e-03	-5.300219e-01	-6.764151e-01	3.139457e-01	-4.037048e-01
4.076326e-04	3.123316e-04	3.817455e-04	9.472737e-01	1.022295e+00	7.042986e-03	2.762653e-03	5.003711e-03	1.957111e-01	-6.692511e-01	-6.169958e-01	-3.648511e-01
2.107155e-04	2.479044e-04	2.541822e-04	1.380448e+00	1.569804e+00	5.257564e-03	2.048508e-03	7.033792e-03	7.836062e-01	2.388259e-01	2.844166e-01	-4.980268e-01
3.294446e-04	3.221785e-04	2.031005e-04	6.884190e-01	1.385657e+00	2.861338e-03	2.187557e-03	5.969503e-03	-9.050620e-01	1.350612e-02	-4.248203e-01	1.442809e-02
4.160813e-04	2.625615e-04	2.049485e-04	1.617522e+00	6.656513e-01	6.095939e-03	6.060274e-03	5.069867e-03	-7.057640e-01	-5.292341e-02	-7.061013e-01	2.274323e-02
3.493280e-04	3.350739e-04	3.758730e-04	1.146039e+00	1.648102e+00	7.076257e-03	2.496126e-03	2.694120e-03	-4.142213e-01	3.210364e-01	2.117301e-01	-8.249404e-01
4.117502e-04	4.257962e-04	2.787944e-04	8.282322e-01	8.036170e-01	6.614350e-03	6.836370e-03	4.169801e-03	-3.532064e-01	6.274027e-01	2.860644e-01	-6.322802e-01
4.306723e-04	3.178723e-04	3.384194e-04	1.240680e+00	7.678073e-01	3.935566e-03	3.022969e-03	6.022156e-03	2.108152e-01	6.844399e-01	6.406348e-01	2.769224e-01
4.314594e-04	3.036248e-04	2.039192e-04	1.000921e+00	1.178476e+00	5.762450e-03	2.212824e-03	4.967878e-03	-2.546293e-02	-9.278724e-01	3.186631e-01	-1.919852e-01
2.143310e-04	4.351675e-04	3.056191e-04	9.183481e-01	6.346302e-01	5.718797e-03	2.102943e-03	6.735753e-03	1.386099e-01	-6.044038e-01	7.770943e-01	-1.077398e-01
3.555248e-04	3.438905e-04	3.745902e-04	7.449179e-01	1.106074e+00	3.107868e-03	3.855678e-03	3.183497e-03	5.922137e-01	-4.245637e-01	-1.515703e-01	6.678735e-01
2.322083e-04	3.005480e-04	4.175644e-04	1.141148e+00	1.682919e+00	6.587795e-03	3.100309e-03	7.490517e-03	3.830772e-01	1.673975e-01	8.885327e-01	-1.890493e-01
2.044085e-04	3.539657e-04	3.010431e-04	1.481730e+00	6.865263e-01	7.157551e-03	6.030557e-03	6.198557e-03	5.139856e-02	9.190282e-02	9.089288e-01	-4.034358e-01
3.151604e-04	4.075535e-04	2.724282e-04	1.369388e+00	8.821023e-01	6.216194e-03	5.485065e-03	2.550618e-03	-5.243245e-01	5.010183e-01	-3.327418e-01	6.027830e-01
4.301005e-04	3.933078e-04	4.361801e-04	6.750172e-01	1.256326e+00	6.675687e-03	5.860195e-03	5.111083e-03	6.185815e-01	-1.937300e-01	5.605143e-01	5.154118e-01
4.431047e-04	2.067958e-04	3.433449e-04	1.116350e+00	1.154475e+00	2.761956e-03	6.175841e-03	4.069015e-03	-3.710568e-02	1.319604e-01	-3.424296e-01	9.294900e-01
2.703810e-04	2.241544e-04	4.350796e-04	9.041450e-01	1.663375e+00	6.656679e-03	2.101563e-03	5.257674e-03	2.711572e-01	4.168899e-01	1.587227e-01	-8.529265e-01
4.013576e-04	3.135324e-04	3.253741e-04	1.233673e+00	8.758944e-01	5.269108e-03	5.633781e-03	7.099326e-03	4.267624e-01	4.502874e-01	-6.503904e-01	4.383006e-01
2.810694e-04	2.260118e-04	3.571390e-04	1.499206e+00	6.198571e-01	4.874092e-03	3.633786e-03	6.867585e-03	-2.444261e-01	-9.212055e-01	3.026322e-01	-7.075395e-03
2.401652e-04	3.787196e-04	4.243315e-04	8.809330e-01	1.695306e+00	4.414665e-03	3.096832e-03	7.535592e-03	-5.669446e-01	3.663683e-01	-3.626916e-01	-6.424974e-01
2.802927e-04	3.134894e-04	3.133583e-04	1.301195e+00	1.599501e+00	3.385838e-03	2.095578e-03	6.854564e-03	-4.278042e-01	-5.042899e-01	7.439343e-01	-9.610938e-02
2.250090e-04	3.476064e-04	3.254434e-04	1.287619e+00	1.363506e+00	2.500996e-03	3.081045e-03	4.827466e-03	-7.048492e-02	2.118177e-01	-9.352225e-01	-2.748163e-01
2.312345e-04	3.475624e-04	3.359502e-04	1.275299e+00	1.521136e+00	5.974413e-03	6.495066e-03	5.230939e-03	-6.865303e-01	2.758138e-01	5.928030e-01	-3.180998e-01
4.378517e-04	4.227710e-04	3.964125e-04	7.272605e-01	6.535818e-01	6.920588e-03	2.270439e-03	5.994112e-03	7.339445e-01	-6.790732e-01	9.986688e-03	9.238650e-03
2.492035e-04	3.653201e-04	2.628554e-04	7.344547e-01	1.676783e+00	2.743798e-03	3.965652e-03	4.210795e-03	2.899567e-01	6.571541e-01	3.582844e-01	-5.964108e-01
3.239465e-04	2.803749e-04	2.264779e-04	9.198630e-01	8.077581e-01	4.040714e-03	3.687511e-03	3.825135e-03	2.272601e-01	-5.484514e-01	9.779804e-03	8.046479e-01
3.851547e-04	2.519843e-04	3.766364e-04	1.521251e+00	1.271639e+00	4.323311e-03	4.270274e-03	4.724472e-03	3.300831e-01	-8.729293e-01	2.400939e-01	2.671974e-01
2.845477e-04	3.929140e-04	3.635423e-04	7.337976e-01	1.058597e+00	6.451704e-03	2.923967e-03	3.985232e-03	9.359689e-02	-9.056622e-01	-1.633873e-02	4.132174e-01
3.960527e-04	3.917819e-04	2.491544e-04	1.198193e+00	8.003934e-01	2.032218e-03	6.007184e-03	3.284289e-03	3.424922e-01	-6.530924e-01	-3.413546e-01	5.827920e-01
4.097605e-04	4.105978e-04	4.191915e-04	1.201778e+00	1.605946e+00	2.112718e-03	4.063618e-03	2.677015e-03	-2.597144e-01	-2.400369e-01	-8.935899e-01	-2.764559e-01
2.254501e-04	4.224491e-04	3.577720e-04	8.564457e-01	1.497672e+00	3.722172e-03	4.796368e-03	2.684308e-03	1.091613e-01	4.868841e-01	-7.989886e-01	-3.356262e-01
3.563447e-04	3.307758e-04	2.376999e-04	1.425227e+00	8.247592e-01	6.633576e-03	2.159675e-03	6.615879e-03	2.038699e-02	9.384170e-01	3.308417e-01	9.747689e-02
2.127803e-04	3.783081e-04	3.793850e-04	9.555487e-01	1.589290e+00	4.719001e-03	4.819364e-03	7.456272e-03	-6.091274e-01	-1.929365e-01	-3.975296e-01	-6.585663e-01
4.378787e-04	3.230535e-04	2.398633e-04	9.592723e-01	1.425740e+00	4.429777e-03	4.403847e-03	5.198546e-03	1.153310e-01	-2.346360e-01	-5.517710e-01	-7.919555e-01
2.143667e-04	2.243262e-04	3.102481e-04	1.045890e+00	6.085847e-01	6.419867e-03	5.725450e-03	7.099657e-03	-1.500800e-01	8.768176e-01	-2.853450e-01	3.567144e-01
4.167878e-04	3.056256e-04	3.048477e-04	9.235903e-01	1.698233e+00	2.024640e-03	2.183090e-03	3.683467e-03	3.942117e-01	4.894273e-01	-6.068637e-02	7.754838e-01
4.011017e-04	4.455353e-04	4.379066e-04	8.626418e-01	1.077708e+00	4.481353e-03	3.141302e-03	4.044875e-03	-1.021307e-01	-4.233237e-01	-6.685271e-02	-8.977177e-01
3.925488e-04	3.519185e-04	2.837219e-04	1.298783e+00	1.584046e+00	7.062417e-03	3.238434e-03	7.510193e-03	-9.059149e-02	4.562019e-01	8.156114e-01	-3.441672e-01
2.121172e-04	2.994613e-04	3.088853e-04	8.575678e-01	1.009366e+00	5.609367e-03	4.414851e-03	2.637897e-03	6.532914e-01	-6.333248e-01	2.843743e-01	-3.020619e-01
3.215537e-04	2.187133e-04	3.247807e-04	1.174845e+00	1.355905e+00	5.569387e-03	6.210249e-03	3.682635e-03	-4.106605e-01	-2.288063e-01	-7.681662e-01	-4.346565e-01
2.224089e-04	3.648956e-04	2.134109e-04	1.311401e+00	1.331845e+00	4.956019e-03	5.433314e-03	5.242415e-03	8.917798e-02	-7.104952e-01	-3.857585e-01	-5.817509e-01
2.484894e-04	2.347184e-04	2.240446e-04	1.305277e+00	1.375532e+00	6.614996e-03	7.335170e-03	5.984975e-03	-3.370729e-01	-5.036401e-01	7.278644e-01	-3.208457e-01
3.083583e-04	3.065115e-04	2.026146e-04	7.106462e-01	1.370204e+00	5.132160e-03	4.183040e-03	2.477641e-03	7.557879e-01	-2.230155e-01	-1.322783e-01	-6.012913e-01
3.756277e-04	3.562369e-04	4.283736e-04	8.821750e-01	1.446424e+00	3.589443e-03	6.727535e-03	7.422328e-03	-8.978291e-01	-1.449012e-01	3.935633e-01	-1.342179e-01
2.867333e-04	3.887766e-04	4.080702e-04	1.387070e+00	7.624655e-01	2.082006e-03	4.219027e-03	6.008745e-03	3.560605e-01	8.566162e-01	3.593331e-01	-1.015354e-01
3.888789e-04	4.467795e-04	2.651983e-04	8.314856e-01	1.638042e+00	6.543331e-03	6.484274e-03	4.920651e-03	4.421103e-01	2.726108e-01	6.888689e-01	-5.056497e-01
2.661980e-04	2.561004e-04	4.320518e-04	7.836146e-01	6.886168e-01	6.236882e-03	2.121805e-03	2.059964e-03	7.114813e-01	2.536496e-03	7.024168e-01	1.996396e-02
4.417103e-04	3.650007e-04	4.206461e-04	1.656832e+00	1.002853e+00	2.893902e-03	5.967056e-03	7.140192e-03	1.704207e-01	-4.644172e-01	-8.419173e-01	2.155196e-01
3.006498e-04	4.077908e-04	2.411497e-04	1.006107e+00	1.371295e+00	2.543640e-03	6.262694e-03	7.508957e-03	-1.837716e-01	9.305288e-01	-1.527271e-01	2.775221e-01
2.885458e-04	3.166481e-04	3.816671e-04	1.130362e+00	8.218216e-01	3.729809e-03	6.747201e-03	5.971236e-03	-5.729517e-02	8.480233e-01	1.853003e-01	-4.931911e-01
3.431643e-04	4.338640e-04	2.030472e-04	1.477319e+00	1.518795e+00	7.144555e-03	5.343113e-03	6.030357e-03	3.440317e-01	4.445040e-01	1.590631e-01	8.116387e-01
2.661456e-04	3.676843e-04	4.235650e-04	1.613625e+00	9.523048e-01	2.043291e-03	5.768368e-03	5.262120e-03	-2.776798e-01	-2.034056e-01	7.869002e-01	-5.121603e-01
2.561670e-04	4.062110e-04	2.365109e-04	7.769628e-01	1.320810e+00	3.109160e-03	7.305756e-03	2.103720e-03	-5.409580e-01	2.869481e-02	4.230268e-01	-7.263535e-01
4.387055e-04	3.788247e-04	2.848567e-04	1.525348e+00	1.236219e+00	6.139237e-03	4.926518e-03	2.164488e-03	-2.108171e-01	-6.546101e-01	-2.024204e-01	-6.971856e-01
4.088695e-04	3.436226e-04	2.523082e-04	1.020341e+00	6.917148e-01	3.210973e-03	4.479012e-03	4.322244e-03	8.926939e-02	-2.129978e-01	5.909721e-01	7.729261e-01
2.354039e-04	2.858097e-04	4.166673e-04	1.421862e+00	1.023748e+00	5.240666e-03	2.882480e-03	7.543425e-03	-5.971862e-01	-6.079363e-01	-4.164120e-01	3.168329e-01
3.232409e-04	2.711551e-04	4.236435e-04	1.167399e+00	1.675781e+00	6.531987e-03	3.836975e-03	6.886810e-03	-2.947690e-01	-2.032851e-01	9.336928e-01	2.052099e-03
2.357873e-04	4.446708e-04	2.828981e-04	6.438905e-01	1.135374e+00	7.056082e-03	6.332791e-03	4.820096e-03	6.974260e-01	6.924130e-01	9.069812e-02	-1.610438e-01
2.400761e-04	2.724344e-04	2.019955e-04	7.073618e-01	1.539978e+00	5.755198e-03	7.346491e-03	6.857119e-03	7.789294e-01	4.613426e-01	-2.528635e-01	3.413091e-01
3.971862e-04	3.792287e-04	2.976400e-04	1.369030e+00	9.557853e-01	6.520276e-03	6.737636e-03	7.200850e-03	5.099591e-01	5.378976e-01	-6.632237e-01	1.036447e-01
3.073386e-04	4.389979e-04	3.817948e-04	9.355216e-01	7.919767e-01	3.679131e-03	4.376421e-03	5.084481e-03	8.084498e-01	-3.379322e-01	4.122889e-01	-2.494563e-01
3.393273e-04	4.035470e-04	3.002327e-04	9.859289e-01	1.084853e+00	3.576871e-03	4.830181e-03	7.370996e-03	6.126115e-01	7.850129e-01	8.501273e-02	-3.513978e-02
2.653849e-04	2.330717e-04	2.023945e-04	7.147572e-01	7.839904e-01	3.833025e-03	2.099079e-03	4.653578e-03	2.842961e-01	-1.682765e-02	-9.566437e-01	-6.103616e-02
3.888906e-04	2.554560e-04	2.463838e-04	1.699724e+00	1.108234e+00	6.210620e-03	5.652907e-03	4.332215e-03	3.879486e-02	9.113678e-02	-8.894211e-01	4.462276e-01
3.544184e-04	3.358667e-04	3.550304e-04	1.658116e+00	1.207769e+00	2.460264e-03	5.376097e-03	5.275279e-03	3.614804e-01	-6.940796e-01	5.822077e-01	2.204985e-01
2.663138e-04	4.260731e-04	3.407376e-04	6.871864e-01	1.632181e+00	2.909163e-03	7.163153e-03	3.527134e-03	1.065756e-01	6.737010e-01	2.617583e-01	-6.828258e-01
4.247617e-04	4.434679e-04	3.129746e-04	1.021159e+00	1.422303e+00	4.868948e-03	4.798965e-03	3.142282e-03	-1.840541e-02	-8.221910e-01	5.506932e-01	-1.428292e-01
3.931418e-04	2.034464e-04	4.005985e-04	1.531145e+00	1.263516e+00	2.338314e-03	2.587122e-03	7.148835e-03	1.208872e-02	2.438165e-01	-9.594455e-01	1.409669e-01
3.676401e-04	4.390567e-04	4.180432e-04	6.131439e-01	1.421978e+00	4.032495e-03	3.369863e-03	2.181475e-03	1.037602e-01	7.007045e-01	-1.329743e-01	6.932279e-01
2.279053e-04	2.869725e-04	2.645226e-04	1.122776e+00	9.560454e-01	4.176666e-03	6.083141e-03	2.690634e-03	-2.374812e-01	3.188734e-01	9.157122e-01	5.825437e-02
4.340083e-04	2.728457e-04	4.081191e-04	1.602009e+00	1.165875e+00	6.118254e-03	4.982097e-03	6.054137e-03	-6.990447e-01	6.206241e-01	-3.551470e-01	5.733648e-03
3.477297e-04	3.207050e-04	3.082989e-04	6.140726e-01	1.674099e+00	6.559470e-03	7.268930e-03	7.436433e-03	-2.171190e-01	-2.755639e-01	6.003548e-01	7.186779e-01
2.024835e-04	4.424155e-04	3.920475e-04	8.951736e-01	1.075416e+00	6.942346e-03	4.515837e-03	6.457324e-03	-2.609830e-01	6.953306e-01	-3.849215e-01	-5.479404e-01
3.340893e-04	4.001218e-04	2.230734e-04	1.327680e+00	1.203757e+00	3.399729e-03	6.383983e-03	5.577999e-03	-2.247949e-01	1.297087e-01	9.632948e-01	-6.860021e-02
2.835178e-04	3.719999e-04	3.405603e-04	6.214295e-01	1.012901e+00	5.110419e-03	2.750673e-03	2.123770e-03	2.593277e-03	-9.752259e-01	4.433968e-02	-2.167065e-01
3.180918e-04	2.758550e-04	3.528446e-04	1.447677e+00	1.445895e+00	3.835427e-03	2.105791e-03	5.345354e-03	3.735430e-01	7.351487e-01	-1.323628e-01	-5.500020e-01
2.932952e-04	2.710094e-04	4.135428e-04	1.330016e+00	6.694917e-01	5.248105e-03	4.715006e-03	2.591380e-03	6.665887e-01	5.067893e-01	-8.688111e-02	-5.396997e-01
3.710665e-04	4.221159e-04	3.747676e-04	1.345288e+00	1.464652e+00	3.373267e-03	2.986997e-03	2.430756e-03	-7.699018e-03	-9.276335e-01	-3.644448e-01	8.134310e-02
4.458842e-04	4.413912e-04	2.159005e-04	1.018120e+00	1.453242e+00	5.337241e-03	6.264755e-03	2.260169e-03	-6.613607e-01	-7.475929e-01	-2.483545e-02	-5.558811e-02
3.041331e-04	2.851422e-04	4.105758e-04	1.398524e+00	1.185458e+00	6.180117e-03	5.253694e-03	3.577523e-03	3.264242e-01	-8.086489e-01	3.981375e-01	-2.846414e-01
3.492380e-04	2.285493e-04	2.302883e-04	1.488760e+00	1.402256e+00	1.981880e-03	4.839525e-03	6.159157e-03	-7.002376e-01	4.242418e-01	3.824390e-02	5.729080e-01
2.583751e-04	4.176884e-04	2.154797e-04	9.720606e-01	1.080593e+00	2.446000e-03	6.902155e-03	6.079729e-03	6.190098e-01	-7.162866e-01	-2.981324e-01	-1.219734e-01
3.901448e-04	2.640171e-04	3.717388e-04	1.549373e+00	8.891557e-01	5.773462e-03	6.420086e-03	6.593427e-03	5.583033e-01	1.351898e-01	-5.303150e-01	-6.235280e-01
2.654675e-04	3.159517e-04	3.276239e-04	1.416411e+00	1.395987e+00	4.614252e-03	7.292387e-03	5.370184e-03	5.018138e-01	1.319081e-01	-7.517544e-01	-4.069993e-01
2.623125e-04	3.039703e-04	2.723647e-04	7.875151e-01	1.447283e+00	5.343766e-03	3.239235e-03	3.063959e-03	-1.666707e-01	7.392434e-01	-6.175876e-01	-2.105365e-01
3.816957e-04	2.146170e-04	3.153050e-04	1.114901e+00	1.627271e+00	5.730638e-03	7.262749e-03	3.642464e-03	-5.502321e-01	7.206010e-01	-1.592286e-01	3.906727e-01
4.064491e-04	2.373193e-04	2.032127e-04	1.081683e+00	1.423888e+00	4.122828e-03	2.162001e-03	7.577681e-03	-3.483785e-01	6.186321e-02	-2.814194e-01	8.919689e-01
2.083598e-04	2.845006e-04	2.564243e-04	1.133914e+00	1.528790e+00	5.891901e-03	4.660208e-03	6.388491e-03	-3.695576e-01	2.141491e-01	-3.133752e-01	8.481529e-01
2.106841e-04	3.298622e-04	2.210539e-04	1.000655e+00	1.678481e+00	5.349958e-03	7.362875e-03	7.138451e-03	3.414652e-01	-2.162063e-01	6.720356e-01	-6.205035e-01
3.452292e-04	2.474105e-04	4.317529e-04	7.175875e-01	1.638179e+00	4.997780e-03	5.940663e-03	4.008141e-03	-7.808030e-01	-1.684410e-01	-5.506096e-01	-2.424942e-01
2.149546e-04	2.464201e-04	3.788291e-04	1.086002e+00	1.613771e+00	2.661326e-03	5.865966e-03	2.617112e-03	4.317392e-01	7.013302e-01	2.849626e-01	4.904421e-01
2.394229e-04	2.025250e-04	3.751998e-04	1.383371e+00	9.952946e-01	3.297332e-03	2.053952e-03	2.097164e-03	3.595765e-01	2.905832e-01	8.789179e-01	1.173432e-01
2.119516e-04	3.030421e-04	2.968835e-04	6.622881e-01	8.209914e-01	2.081187e-03	5.026993e-03	5.236582e-03	-4.547472e-01	3.289943e-01	-7.595503e-01	3.287113e-01
3.587391e-04	3.210043e-04	4.115699e-04	1.550102e+00	1.150706e+00	3.923793e-03	7.235494e-03	4.732222e-03	-1.972746e-02	-3.374623e-01	9.018768e-01	2.689763e-01
2.141451e-04	2.680887e-04	2.638433e-04	1.568937e+00	1.234122e+00	3.710963e-03	2.171681e-03	2.131466e-03	3.704764e-01	8.677602e-01	-2.494211e-01	2.180103e-01
2.356277e-04	3.511344e-04	4.361681e-04	1.103932e+00	1.377817e+00	2.753928e-03	3.684149e-03	3.647202e-03	3.956002e-01	-2.625990e-01	1.627765e-01	-8.648966e-01
2.275803e-04	2.613595e-04	2.600024e-04	7.490676e-01	1.441959e+00	2.573678e-03	5.496548e-03	3.770560e-03	-8.826324e-01	3.572103e-01	1.818179e-01	-2.455669e-01
3.048039e-04	2.658296e-04	3.079772e-04	1.131243e+00	1.585109e+00	4.503072e-03	5.626044e-03	2.408501e-03	4.669817e-01	-3.350775e-01	-4.544743e-01	-6.805176e-01
2.034089e-04	2.906474e-04	2.387208e-04	9.111359e-01	9.376786e-01	5.488332e-03	3.687249e-03	5.992614e-03	3.756901e-01	-1.154989e-01	2.675591e-01	8.797324e-01
3.784638e-04	3.782811e-04	2.622206e-04	1.624305e+00	1.352580e+00	2.042246e-03	3.473320e-03	4.208646e-03	-5.983427e-01	1.602958e-01	4.974257e-01	-6.073376e-01
3.197391e-04	3.202471e-04	2.051892e-04	1.533913e+00	1.261721e+00	2.824304e-03	2.569835e-03	3.390084e-03	-5.851696e-02	-4.735766e-01	-3.866536e-01	-7.891768e-01
3.969377e-04	3.596050e-04	2.037971e-04	9.001530e-01	1.255503e+00	5.428187e-03	5.303438e-03	7.532678e-03	-9.053608e-01	-1.253818e-01	-2.031764e-01	-3.511702e-01
3.659124e-04	4.119032e-04	2.138221e-04	7.038555e-01	1.369592e+00	2.142306e-03	7.168813e-03	2.036536e-03	2.455299e-01	-9.680351e-01	-1.708963e-02	4.828165e-02
3.401438e-04	4.039092e-04	2.863032e-04	1.153921e+00	1.274047e+00	2.098950e-03	3.516366e-03	2.964488e-03	-1.934808e-01	-4.331108e-01	-8.487939e-01	-2.335149e-01
2.169212e-04	3.597172e-04	2.604987e-04	1.435654e+00	1.554344e+00	7.064849e-03	4.486949e-03	7.554263e-03	-3.597437e-02	8.031585e-01	3.480852e-01	-4.821607e-01
4.057297e-04	2.803393e-04	3.513633e-04	8.771939e-01	9.864216e-01	2.271057e-03	4.745385e-03	5.715787e-03	-8.184215e-01	5.355311e-01	1.099709e-01	-1.769156e-01
2.544894e-04	2.347458e-04	3.921348e-04	9.765714e-01	8.744434e-01	4.553974e-03	2.967605e-03	5.958176e-03	-7.073294e-01	6.709917e-01	-1.875729e-01	1.194639e-01
2.812653e-04	4.476953e-04	2.764677e-04	1.110462e+00	6.688901e-01	4.212564e-03	4.837339e-03	4.821659e-03	1.840854e-02	5.680026e-01	-8.114399e-01	1.363802e-01
2.861051e-04	4.244455e-04	2.780722e-04	1.278351e+00	1.448627e+00	6.978444e-03	3.340035e-03	2.479970e-03	4.995550e-01	5.157388e-01	2.277891e-01	-6.577009e-01
2.207947e-04	4.435511e-04	3.810053e-04	1.106612e+00	1.532637e+00	3.716444e-03	7.306764e-03	3.695678e-03	1.905758e-01	4.906180e-01	-6.527248e-01	-5.449084e-01
3.456747e-04	2.335622e-04	2.600637e-04	8.198905e-01	1.496723e+00	4.950480e-03	7.289563e-03	4.739898e-03	-8.298475e-01	-4.480552e-01	-1.181158e-02	3.323553e-01
4.300432e-04	3.553734e-04	3.543413e-04	1.317127e+00	1.168936e+00	2.654306e-03	5.355634e-03	6.935180e-03	-3.912115e-01	-4.192123e-01	-7.537830e-01	3.209763e-01
