#For superellipsoids (12 columns:rx	ry	rz	eps1	eps2	x	y	z	q0	q1	q2	q3)
4.328135e-04	4.078306e-04	4.178603e-04	1.018778e+00	1.531322e+00	2.269719e-03	6.189743e-03	2.168609e-03	6.848555e-01	3.844650e-01	-2.992549e-01	5.418543e-01
4.498726e-04	2.718549e-04	4.214155e-04	6.957589e-01	1.456017e+00	2.088516e-03	5.809940e-03	4.393902e-03	5.681198e-01	-2.258369e-01	-6.953978e-01	-3.777029e-01
2.354884e-04	3.533805e-04	4.008865e-04	1.381458e+00	1.529140e+00	2.336013e-03	7.242278e-03	5.114384e-03	1.698296e-01	-8.420488e-01	-2.955006e-01	-4.180803e-01
2.388759e-04	4.483073e-04	2.669352e-04	8.857648e-01	1.565137e+00	4.013934e-03	4.594468e-03	3.397005e-03	3.511374e-01	-2.987878e-01	8.637053e-01	-2.035717e-01
3.893662e-04	2.291953e-04	3.933026e-04	1.472609e+00	1.463713e+00	5.128647e-03	6.481809e-03	3.821861e-03	-2.492010e-01	7.564987e-01	-5.118660e-01	-3.218724e-01
4.138261e-04	3.492347e-04	2.142560e-04	1.312282e+00	6.492489e-01	6.506659e-03	3.561719e-03	7.408624e-03	-4.823685e-01	-1.289583e-01	-6.191451e-01	6.060938e-01
3.008984e-04	4.342012e-04	4.487490e-04	1.522494e+00	1.108873e+00	2.771184e-03	2.592031e-03	4.317262e-03	2.367998e-01	-5.334596e-01	7.227648e-01	-3.700781e-01
4.491244e-04	3.968218e-04	2.834235e-04	1.609777e+00	1.026004e+00	5.136500e-03	3.118681e-03	5.538680e-03	-9.296553e-01	1.801262e-02	2.600642e-01	-2.603518e-01
2.436868e-04	4.152340e-04	3.084086e-04	7.806966e-01	1.334899e+00	6.404559e-03	3.128770e-03	3.426268e-03	-4.294205e-01	-3.774502e-01	-9.230850e-02	8.152353e-01
3.507507e-04	3.698693e-04	4.255849e-04	1.255586e+00	1.664326e+00	7.059612e-03	6.847446e-03	2.098528e-03	2.499562e-01	-2.118032e-01	-8.650217e-01	3.799983e-01
2.735213e-04	4.324739e-04	2.970636e-04	1.383452e+00	1.234908e+00	3.782599e-03	3.272885e-03	3.483283e-03	6.646862e-01	-6.646392e-01	7.862077e-02	-3.320629e-01
4.002659e-04	2.146810e-04	3.769692e-04	1.510591e+00	9.269643e-01	7.109353e-03	2.832685e-03	2.169152e-03	-4.244560e-02	4.605448e-01	8.862068e-01	-2.709928e-02
3.287101e-04	3.815650e-04	2.292476e-04	1.149407e+00	7.546659e-01	2.620595e-03	4.793706e-03	6.978026e-03	3.180783e-01	-4.889243e-01	-6.309866e-01	-5.115028e-01
2.507051e-04	2.633911e-04	3.879785e-04	1.559231e+00	9.241031e-01	6.782439e-03	7.323859e-03	2.005415e-03	2.770823e-01	-6.551482e-01	2.739298e-01	-6.472779e-01
2.987158e-04	2.285011e-04	3.874147e-04	1.237766e+00	1.369195e+00	6.138131e-03	5.614519e-03	4.873309e-03	-2.578101e-01	2.701562e-02	4.762365e-01	-8.402398e-01
3.840187e-04	2.507029e-04	3.625312e-04	9.354276e-01	1.673794e+00	5.762044e-03	2.681685e-03	5.153190e-03	3.991853e-02	3.881698e-04	8.593504e-01	5.098268e-01
3.123064e-04	3.505762e-04	4.320065e-04	1.025540e+00	1.001901e+00	3.814973e-03	3.994670e-03	4.509299e-03	3.494040e-01	4.764621e-01	7.389683e-01	3.237693e-01
2.444617e-04	2.821231e-04	3.273887e-04	1.257647e+00	1.648422e+00	4.203699e-03	7.299865e-03	3.963386e-03	-4.192441e-01	-3.977059e-01	7.840897e-01	-2.264239e-01
3.416614e-04	2.122734e-04	2.805495e-04	8.257198e-01	7.383361e-01	4.366807e-03	7.319121e-03	2.075826e-03	2.956551e-02	-4.704110e-02	9.984297e-01	-7.150538e-03
2.822135e-04	4.289496e-04	2.092187e-04	1.082299e+00	1.437856e+00	1.992041e-03	7.085014e-03	4.895528e-03	-3.879878e-01	-9.500608e-02	9.068496e-01	1.343994e-01
3.326358e-04	2.664931e-04	3.009355e-04	1.363706e+00	1.359169e+00	6.355277e-03	7.281503e-03	5.639698e-03	2.400553e-01	-2.013081e-01	4.501240e-01	-8.362039e-01
2.922111e-04	4.271749e-04	3.928224e-04	1.052786e+00	1.181899e+00	2.153256e-03	6.766171e-03	2.437169e-03	-2.208307e-01	-7.827176e-01	5.169334e-01	2.671455e-01
4.091918e-04	2.905704e-04	3.797975e-04	1.189379e+00	1.222251e+00	5.022881e-03	2.201113e-03	2.603389e-03	4.344823e-01	1.644254e-01	2.479485e-01	-8.501241e-01
2.036910e-04	3.060589e-04	3.692038e-04	1.465676e+00	8.575033e-01	5.527011e-03	7.011088e-03	6.820175e-03	-3.308256e-01	-7.913920e-01	-5.091767e-02	-5.115276e-01
3.545299e-04	2.230316e-04	3.610952e-04	1.625506e+00	1.183705e+00	3.238758e-03	6.071888e-03	5.229497e-03	4.772324e-01	-7.830214e-01	-1.466149e-01	-3.709863e-01
3.824529e-04	3.486749e-04	2.920101e-04	8.235211e-01	8.644378e-01	7.010316e-03	5.220532e-03	5.524386e-03	1.381028e-01	6.931109e-01	-6.915163e-01	1.494329e-01
2.723171e-04	3.258540e-04	2.307368e-04	1.103028e+00	1.689459e+00	3.963413e-03	4.355562e-03	6.470007e-03	2.501323e-01	5.995791e-01	-7.498716e-01	1.250252e-01
3.278028e-04	3.847478e-04	3.264077e-04	1.106908e+00	1.557313e+00	2.048110e-03	3.143726e-03	2.482463e-03	-6.735336e-02	9.276829e-01	6.437424e-03	3.671872e-01
3.506408e-04	4.252345e-04	3.873721e-04	6.450271e-01	1.240756e+00	2.579374e-03	5.626747e-03	3.185604e-03	4.971037e-01	2.281371e-01	-2.692873e-01	-7.926700e-01
2.379278e-04	3.084691e-04	3.379692e-04	8.467566e-01	1.462551e+00	2.028701e-03	5.330232e-03	4.788754e-03	2.760450e-01	2.586057e-01	9.035038e-01	2.015022e-01
3.688553e-04	4.235182e-04	2.511161e-04	1.562840e+00	1.148161e+00	4.941951e-03	5.830774e-03	2.667250e-03	5.703153e-01	-6.407732e-01	-1.974391e-01	4.745187e-01
3.984702e-04	2.746671e-04	4.140619e-04	7.086023e-01	1.324823e+00	3.945654e-03	5.066850e-03	5.891348e-03	7.545502e-01	-5.961556e-01	-2.658461e-01	-6.766380e-02
3.114284e-04	2.909428e-04	3.721338e-04	7.043804e-01	7.235134e-01	4.450407e-03	5.130086e-03	6.934626e-03	-2.383949e-01	-4.783098e-01	4.229010e-01	7.318076e-01
3.811098e-04	2.778435e-04	2.771601e-04	1.619295e+00	1.355644e+00	7.122514e-03	6.728503e-03	2.629306e-03	5.166631e-01	-8.467261e-02	5.475318e-01	-6.527624e-01
3.070273e-04	3.581494e-04	3.890444e-04	1.454053e+00	1.689912e+00	7.095416e-03	3.826200e-03	2.523817e-03	-8.699246e-02	-4.973906e-01	-7.131576e-01	-4.862521e-01
2.957405e-04	3.635817e-04	3.481470e-04	1.085705e+00	8.597001e-01	5.670164e-03	4.544923e-03	6.903930e-03	-4.954243e-01	-8.155573e-01	1.706137e-01	-2.455853e-01
3.708226e-04	3.137980e-04	2.561047e-04	1.149871e+00	1.149653e+00	3.363347e-03	3.237005e-03	6.128445e-03	1.725768e-02	-4.210793e-01	3.667287e-01	8.294000e-01
3.139243e-04	4.076763e-04	3.488622e-04	1.149009e+00	1.353568e+00	7.068581e-03	3.877880e-03	7.455674e-03	-9.071605e-01	2.324559e-01	-3.072441e-01	1.691898e-01
3.262454e-04	3.833859e-04	3.817141e-04	1.473077e+00	1.405611e+00	6.031672e-03	3.998647e-03	3.622387e-03	-2.351040e-01	5.385244e-01	-8.466701e-02	-8.047043e-01
2.947344e-04	2.050625e-04	2.184402e-04	1.205266e+00	1.315719e+00	1.966929e-03	4.349686e-03	7.221270e-03	3.170665e-01	5.922513e-01	2.913919e-01	-6.810271e-01
3.153910e-04	2.942564e-04	2.836447e-04	1.427571e+00	1.467763e+00	4.193925e-03	3.857606e-03	2.844704e-03	-8.989373e-01	-2.174691e-01	-5.904435e-02	-3.756763e-01
2.180155e-04	2.321606e-04	3.381368e-04	1.618142e+00	1.599706e+00	5.988934e-03	3.578456e-03	3.357961e-03	-8.537713e-01	2.185999e-02	-4.904137e-01	1.734681e-01
2.558060e-04	2.588296e-04	3.988478e-04	1.678241e+00	6.315959e-01	1.981581e-03	2.991504e-03	3.136288e-03	3.734212e-01	8.741897e-03	2.756841e-02	-9.272110e-01
3.646124e-04	4.368934e-04	3.628159e-04	7.679937e-01	8.320529e-01	4.433472e-03	2.872177e-03	4.784507e-03	-2.245186e-01	-6.736936e-02	-1.172110e-01	9.650463e-01
3.746479e-04	4.033546e-04	2.464715e-04	1.458371e+00	9.360512e-01	5.385651e-03	3.886653e-03	5.506995e-03	-6.860755e-01	-4.224771e-01	-4.425261e-01	3.936803e-01
2.758831e-04	4.031959e-04	2.552873e-04	8.131944e-01	1.528687e+00	3.361022e-03	4.865801e-03	4.914096e-03	-8.484667e-01	-3.208461e-01	-3.315354e-01	2.593190e-01
3.260680e-04	4.435485e-04	3.957909e-04	1.291718e+00	1.072140e+00	4.963022e-03	2.944913e-03	3.487519e-03	-4.809885e-02	9.569214e-01	-2.756972e-01	7.732445e-02
2.807256e-04	4.231461e-04	3.659967e-04	1.380944e+00	1.111555e+00	4.573611e-03	5.291165e-03	4.537411e-03	7.483342e-01	-6.236834e-01	-1.966594e-01	-1.110856e-01
3.439829e-04	2.458796e-04	2.436909e-04	1.265099e+00	1.553791e+00	4.314255e-03	5.178362e-03	3.227051e-03	-7.192206e-01	-6.324537e-01	2.642356e-01	1.135937e-01
3.054084e-04	3.485382e-04	4.208554e-04	1.615451e+00	9.579219e-01	5.670191e-03	6.714881e-03	3.859362e-03	5.604625e-01	2.360564e-01	-7.480646e-01	-2.656285e-01
3.409555e-04	3.505896e-04	3.665132e-04	1.406435e+00	8.608074e-01	7.058867e-03	7.230898e-03	3.011870e-03	-2.335785e-02	3.754657e-01	9.246554e-01	5.909512e-02
3.257079e-04	3.177548e-04	3.917815e-04	9.770162e-01	1.577427e+00	6.196214e-03	6.124153e-03	6.880874e-03	-1.477372e-01	7.098205e-01	-3.993071e-01	5.611438e-01
3.989041e-04	3.558299e-04	3.331602e-04	1.402549e+00	1.141995e+00	2.908210e-03	2.804522e-03	2.820366e-03	6.935020e-01	-2.864437e-01	-2.532751e-01	-6.106200e-01
2.080545e-04	4.332674e-04	2.937754e-04	1.404469e+00	1.335256e+00	4.243867e-03	5.293910e-03	2.578880e-03	3.099746e-01	3.070149e-01	-5.834420e-01	-6.850205e-01
2.736320e-04	2.861361e-04	2.513235e-04	8.336687e-01	1.519385e+00	4.109175e-03	2.091569e-03	6.585511e-03	9.649025e-02	-1.452109e-01	-9.070104e-01	-3.833217e-01
3.925139e-04	3.768107e-04	2.667146e-04	1.262596e+00	1.202351e+00	2.100819e-03	2.134698e-03	6.836953e-03	-5.799661e-01	-6.946614e-01	-9.112766e-02	4.156689e-01
4.035518e-04	2.245848e-04	2.025464e-04	9.430219e-01	1.149967e+00	4.322373e-03	4.334937e-03	6.709387e-03	-6.759729e-01	5.936507e-01	-4.210350e-01	1.156243e-01
2.025165e-04	4.348102e-04	4.057777e-04	1.694786e+00	1.632105e+00	3.754894e-03	3.711787e-03	4.981775e-03	3.873628e-01	7.221454e-01	-5.296360e-01	2.189559e-01
4.190057e-04	3.343477e-04	2.034929e-04	1.223653e+00	1.349548e+00	5.015054e-03	3.463923e-03	7.489172e-03	-2.372225e-02	-4.270980e-01	7.837625e-01	-4.502675e-01
2.320240e-04	4.366646e-04	3.668675e-04	1.308608e+00	1.443825e+00	4.436598e-03	4.236122e-03	2.076668e-03	7.425348e-01	-5.137269e-01	3.239114e-01	2.825034e-01
3.372011e-04	3.321999e-04	4.441439e-04	9.309254e-01	1.217544e+00	3.151301e-03	5.404516e-03	5.245307e-03	7.914216e-01	-1.631378e-01	-2.854489e-01	-5.153220e-01
4.331211e-04	2.702126e-04	2.793799e-04	9.512662e-01	1.410499e+00	2.031660e-03	4.703054e-03	4.224490e-03	-9.344030e-02	7.908769e-01	3.633168e-01	4.835117e-01
2.394811e-04	4.356929e-04	2.777485e-04	1.620889e+00	1.168436e+00	5.627446e-03	4.773332e-03	5.905166e-03	9.308799e-01	4.788078e-02	9.927729e-02	3.483016e-01
4.099151e-04	4.397642e-04	2.168379e-04	1.381897e+00	9.707417e-01	4.844292e-03	2.090747e-03	3.833697e-03	5.403681e-01	6.745877e-01	3.830869e-01	-3.258500e-01
3.436210e-04	4.445448e-04	2.983280e-04	1.544816e+00	1.498606e+00	5.955083e-03	3.402731e-03	2.089620e-03	1.264161e-01	4.092615e-01	-7.710270e-01	4.712127e-01
3.081813e-04	2.986076e-04	3.071523e-04	1.112291e+00	1.060440e+00	5.472871e-03	4.143409e-03	2.083385e-03	-7.521491e-01	1.425050e-01	-4.794162e-01	4.290970e-01
2.089689e-04	3.612105e-04	3.036807e-04	9.523581e-01	1.582353e+00	3.464570e-03	2.572339e-03	7.053198e-03	6.920276e-01	-4.843317e-01	-4.556952e-01	-2.808246e-01
2.584540e-04	2.904906e-04	3.955362e-04	1.481339e+00	7.164519e-01	4.599239e-03	6.287419e-03	6.214328e-03	9.838176e-02	-2.440844e-01	9.536591e-01	1.458705e-01
3.236267e-04	2.349432e-04	3.728765e-04	1.687773e+00	7.331548e-01	4.389065e-03	6.835210e-03	6.642675e-03	7.264683e-01	1.457826e-01	6.711550e-01	-2.328496e-02
2.786839e-04	4.214567e-04	3.535193e-04	1.589193e+00	6.667091e-01	2.746909e-03	5.306845e-03	2.656351e-03	7.863726e-01	-2.361849e-01	5.612766e-01	-1.039394e-01
3.146281e-04	2.865561e-04	3.976655e-04	1.490037e+00	1.313883e+00	4.175572e-03	4.103400e-03	7.121852e-03	-2.179229e-01	-5.521193e-01	3.984238e-01	-6.992370e-01
2.296290e-04	3.562292e-04	2.394831e-04	7.078804e-01	1.641746e+00	3.413116e-03	3.264678e-03	1.982148e-03	-4.669342e-01	-3.695297e-01	2.093218e-01	-7.756318e-01
4.065597e-04	3.299336e-04	4.003122e-04	1.417222e+00	7.594014e-01	5.583700e-03	2.692560e-03	3.316426e-03	-4.054327e-01	5.104618e-01	-5.188583e-01	-5.530273e-01
4.086151e-04	3.981159e-04	2.427328e-04	8.962094e-01	1.006346e+00	4.808625e-03	3.007558e-03	6.448283e-03	1.379945e-01	3.657798e-01	8.999301e-01	-1.931022e-01
3.837663e-04	2.246801e-04	2.461757e-04	1.249169e+00	1.056680e+00	4.846275e-03	6.698292e-03	6.255168e-03	-1.148562e-01	5.020236e-01	-3.310953e-01	7.906682e-01
3.680279e-04	3.308846e-04	3.953670e-04	7.001039e-01	7.672303e-01	3.224308e-03	4.295688e-03	7.370087e-03	9.813609e-01	6.096359e-04	-3.646438e-03	-1.921384e-01
3.873785e-04	2.758122e-04	2.348490e-04	8.407054e-01	1.294778e+00	2.660822e-03	2.209221e-03	5.587487e-03	2.501228e-02	4.162848e-01	-8.919140e-01	1.748449e-01
2.453780e-04	3.259215e-04	4.396196e-04	1.055245e+00	1.350269e+00	4.669640e-03	3.395393e-03	2.178912e-03	1.694077e-01	9.653597e-01	-2.543899e-02	-1.968109e-01
2.119212e-04	4.076417e-04	4.216942e-04	7.562085e-01	1.348035e+00	4.951233e-03	5.418509e-03	3.226959e-03	-3.731308e-01	5.352466e-01	-7.172001e-01	-2.447623e-01
4.180279e-04	4.419126e-04	2.536104e-04	1.382488e+00	1.541545e+00	3.369958e-03	2.824552e-03	4.454015e-03	2.470475e-01	-4.168702e-01	-7.450605e-01	4.583357e-01
4.467944e-04	2.965013e-04	2.034208e-04	1.103694e+00	1.387824e+00	6.366464e-03	4.450599e-03	2.007216e-03	-3.130903e-01	-8.402916e-01	-4.341304e-01	-8.611246e-02
2.305546e-04	3.702693e-04	2.938709e-04	1.210393e+00	8.410381e-01	4.829497e-03	4.082303e-03	5.451374e-03	9.216831e-01	-2.737011e-01	-1.570781e-01	-2.256424e-01
2.415584e-04	2.445871e-04	3.706969e-04	1.562891e+00	1.473591e+00	6.025883e-03	3.988062e-03	5.869039e-03	-4.588571e-01	5.880826e-01	-3.148062e-01	5.869464e-01
4.157105e-04	3.973539e-04	2.683908e-04	1.460870e+00	1.038729e+00	5.239780e-03	6.387118e-03	3.188197e-03	-7.852146e-01	1.005606e-01	5.120398e-01	-3.333779e-01
4.465085e-04	2.559515e-04	3.598742e-04	9.792944e-01	8.809536e-01	2.813588e-03	3.136538e-03	7.405583e-03	4.004611e-02	9.880625e-01	1.484533e-01	9.504476e-03
2.885969e-04	3.691494e-04	4.078579e-04	1.350618e+00	6.095189e-01	4.549541e-03	2.289193e-03	6.329280e-03	7.791236e-01	-6.242062e-01	5.710741e-02	8.470201e-03
2.849086e-04	3.291881e-04	4.452625e-04	1.450000e+00	1.423949e+00	2.895904e-03	6.618990e-03	5.526231e-03	-1.330335e-01	7.315276e-01	-5.133840e-01	4.284931e-01
3.829831e-04	2.769225e-04	3.633111e-04	8.340961e-01	6.717220e-01	2.799489e-03	2.849685e-03	6.282913e-03	-8.562470e-01	-4.447967e-01	-9.005040e-04	-2.626712e-01
3.873403e-04	2.671996e-04	4.230626e-04	1.156581e+00	9.171968e-01	2.202508e-03	7.268136e-03	3.627410e-03	7.691821e-01	5.718298e-02	-6.345019e-01	-4.996321e-02
3.242168e-04	3.827557e-04	2.589649e-04	1.111040e+00	1.528772e+00	3.869165e-03	2.625896e-03	4.584016e-03	-8.604515e-01	-2.025258e-01	-8.531165e-02	-4.597047e-01
3.692196e-04	3.613156e-04	3.950408e-04	1.498156e+00	7.412653e-01	2.662152e-03	6.044519e-03	5.250640e-03	3.237086e-01	2.649290e-02	6.555745e-01	6.817132e-01
2.894823e-04	2.755489e-04	4.345500e-04	1.247152e+00	1.146201e+00	7.043002e-03	2.881708e-03	4.372143e-03	3.391657e-02	-4.539500e-01	6.549216e-01	-6.032054e-01
3.543567e-04	3.185059e-04	4.380584e-04	9.957195e-01	1.593304e+00	4.495102e-03	2.752647e-03	5.439552e-03	7.414142e-01	4.818480e-01	9.233212e-02	4.578234e-01
4.337898e-04	3.871776e-04	3.042032e-04	8.939146e-01	8.926325e-01	5.222403e-03	6.747203e-03	2.550055e-03	6.642894e-01	-6.068907e-01	-4.330208e-01	-5.381657e-02
2.839873e-04	4.143403e-04	3.573369e-04	9.700275e-01	1.315326e+00	6.446529e-03	2.204855e-03	7.115502e-03	-3.207916e-01	-4.213873e-01	-2.553898e-01	8.088891e-01
2.512869e-04	3.691933e-04	3.351962e-04	1.383483e+00	1.649144e+00	4.730044e-03	4.796764e-03	4.031793e-03	-3.627856e-01	5.679294e-01	-6.856009e-01	-2.753076e-01
3.441856e-04	2.776226e-04	2.035210e-04	1.016691e+00	6.899626e-01	3.195253e-03	5.390361e-03	3.221337e-03	-3.173358e-01	3.789270e-01	-8.019466e-01	-3.355502e-01
3.342049e-04	4.196318e-04	2.492651e-04	1.684097e+00	1.053868e+00	3.056462e-03	2.117453e-03	3.314460e-03	5.906770e-01	5.132271e-01	-3.362594e-01	5.240498e-01
3.776319e-04	2.707853e-04	3.942162e-04	8.317828e-01	7.637486e-01	3.185328e-03	5.909379e-03	3.071940e-03	1.292028e-01	-1.848879e-01	3.925425e-01	8.916465e-01
3.607811e-04	4.290600e-04	2.817920e-04	1.060643e+00	1.318171e+00	5.027222e-03	4.445291e-03	5.937200e-03	1.522276e-01	-2.549509e-01	-9.365808e-01	-1.861271e-01
3.210550e-04	3.435520e-04	3.328706e-04	8.188465e-01	1.325946e+00	6.551023e-03	6.368287e-03	2.109352e-03	4.825785e-01	-2.742976e-01	-4.302018e-01	7.119025e-01
2.353403e-04	4.029337e-04	3.376648e-04	1.424972e+00	1.158345e+00	6.248835e-03	7.191867e-03	3.607937e-03	7.198426e-01	-5.188161e-01	2.477519e-01	3.889415e-01
2.013133e-04	3.631453e-04	2.130242e-04	1.450188e+00	1.428969e+00	4.734939e-03	6.717024e-03	4.542275e-03	-1.584864e-01	-7.355226e-01	5.890523e-01	-2.947982e-01
3.438717e-04	2.390110e-04	4.035436e-04	1.294092e+00	8.074190e-01	2.049360e-03	4.579024e-03	6.739028e-03	-9.086154e-01	1.691534e-01	7.754318e-02	3.738881e-01
2.324390e-04	2.066132e-04	4.075054e-04	1.540365e+00	6.202962e-01	6.348760e-03	5.665545e-03	7.583351e-03	-1.294088e-01	3.558352e-01	-6.192196e-01	-6.878967e-01
3.975889e-04	2.488350e-04	3.554598e-04	1.517010e+00	1.202471e+00	3.994559e-03	6.075691e-03	5.079714e-03	7.335532e-01	3.032642e-02	-4.066732e-01	-5.436882e-01
2.220112e-04	2.358863e-04	2.518784e-04	8.033646e-01	1.364535e+00	2.759195e-03	3.281538e-03	5.129753e-03	8.166278e-01	-4.658797e-01	1.831545e-02	3.402054e-01
4.386325e-04	3.284749e-04	3.765651e-04	1.170275e+00	1.557853e+00	6.577125e-03	4.259553e-03	5.070160e-03	6.012732e-01	2.173346e-02	7.956264e-01	7.054660e-02
2.850185e-04	3.529407e-04	3.035384e-04	1.482554e+00	1.625124e+00	5.358074e-03	4.987685e-03	7.145925e-03	3.391873e-01	-2.791150e-01	-6.084664e-01	-6.609201e-01
3.663776e-04	2.540748e-04	2.957635e-04	1.333002e+00	1.320588e+00	5.437995e-03	5.708895e-03	3.827761e-03	5.430477e-01	-2.503362e-01	7.781512e-01	-1.921243e-01
3.685463e-04	3.851363e-04	2.590419e-04	1.577318e+00	6.119759e-01	2.390401e-03	6.366799e-03	5.854159e-03	-1.207672e-01	5.549304e-01	6.606076e-01	-4.909839e-01
2.847503e-04	3.877103e-04	2.095970e-04	1.564357e+00	1.298758e+00	2.021160e-03	6.187436e-03	3.869354e-03	-5.357914e-01	-2.884664e-01	-7.898031e-01	7.697925e-02
3.952064e-04	2.248322e-04	4.313163e-04	8.024731e-01	1.165600e+00	5.753791e-03	5.892422e-03	3.412222e-03	4.940465e-01	-8.288756e-01	-2.605067e-01	3.193078e-02
3.344175e-04	2.887727e-04	4.227037e-04	8.887827e-01	1.695456e+00	6.217403e-03	5.646991e-03	6.597291e-03	-9.875978e-01	3.507814e-02	4.984635e-02	-1.446906e-01
4.420410e-04	3.983308e-04	4.096708e-04	1.049449e+00	1.094416e+00	2.704820e-03	6.863743e-03	4.039518e-03	-6.130427e-01	3.799828e-01	-5.114094e-01	4.671747e-01
3.139416e-04	2.490431e-04	3.597865e-04	8.360909e-01	1.212085e+00	5.034162e-03	2.463247e-03	6.922094e-03	-4.235435e-03	-2.320049e-02	9.586126e-01	2.837354e-01
2.980369e-04	3.407081e-04	2.394038e-04	1.149629e+00	1.392065e+00	6.721010e-03	6.182315e-03	7.073759e-03	6.187285e-02	-5.311045e-02	1.849227e-01	9.793644e-01
3.779845e-04	2.476059e-04	2.766003e-04	1.662270e+00	8.105778e-01	5.951220e-03	5.269582e-03	4.584504e-03	8.603966e-01	4.426734e-01	-1.394777e-01	2.104849e-01
3.715554e-04	3.509056e-04	2.938649e-04	8.393739e-01	1.458112e+00	2.110698e-03	2.140479e-03	5.255106e-03	5.892700e-01	7.525028e-01	5.635203e-02	2.886603e-01
2.361720e-04	3.950084e-04	4.175996e-04	9.372045e-01	6.525261e-01	7.118982e-03	6.542133e-03	6.736641e-03	-3.181541e-02	-4.764597e-02	-8.436309e-01	5.338582e-01
3.648152e-04	2.306558e-04	3.742160e-04	1.477664e+00	7.164787e-01	2.892121e-03	4.083635e-03	2.656529e-03	-3.839811e-01	4.405418e-01	5.195306e-01	-6.233534e-01
2.160639e-04	2.882551e-04	3.480872e-04	7.001688e-01	9.653435e-01	5.972147e-03	3.702888e-03	2.875367e-03	2.576840e-01	8.140539e-01	-5.191475e-01	3.743207e-02
4.270514e-04	3.432853e-04	2.329682e-04	1.287642e+00	1.519789e+00	2.045008e-03	4.318333e-03	2.156285e-03	-5.824918e-01	-8.479620e-02	-6.095640e-01	5.309846e-01
2.387470e-04	2.056425e-04	2.144142e-04	1.604365e+00	1.560040e+00	5.515882e-03	3.514870e-03	5.618319e-03	-5.101420e-01	-8.556381e-01	-9.496058e-03	8.688189e-02
2.752943e-04	3.432718e-04	3.911350e-04	1.449065e+00	9.554357e-01	7.074326e-03	5.680680e-03	2.081186e-03	6.823312e-01	-6.346202e-01	3.528737e-01	8.462571e-02
3.370810e-04	2.594393e-04	2.855483e-04	1.357906e+00	1.511140e+00	5.955566e-03	5.548450e-03	7.477679e-03	7.391673e-01	-4.848442e-01	3.980136e-01	2.452406e-01
2.394945e-04	2.190002e-04	4.355671e-04	7.106117e-01	6.480584e-01	6.222766e-03	2.740899e-03	6.703102e-03	-7.585738e-01	-6.256987e-01	-1.367492e-01	1.198603e-01
3.528331e-04	3.793999e-04	2.563074e-04	8.101058e-01	1.286160e+00	3.650379e-03	5.057552e-03	6.458799e-03	-3.893470e-01	5.617306e-02	5.565503e-01	7.317823e-01
2.880133e-04	3.402848e-04	2.222197e-04	1.406394e+00	1.337373e+00	4.333754e-03	6.659415e-03	5.887057e-03	-1.608475e-01	7.913169e-01	-4.335640e-01	-3.999599e-01
3.245562e-04	2.853736e-04	2.734124e-04	1.126853e+00	9.514603e-01	6.298555e-03	6.752591e-03	2.488985e-03	-8.246727e-01	1.530029e-01	1.214512e-01	-5.308057e-01
4.186392e-04	2.748868e-04	3.942002e-04	1.101343e+00	1.253230e+00	4.331750e-03	3.299134e-03	2.708664e-03	3.093099e-01	3.770989e-02	-8.005921e-01	5.118180e-01
4.491414e-04	2.455310e-04	4.116900e-04	6.347941e-01	1.017591e+00	3.658113e-03	4.259163e-03	3.792032e-03	-1.938258e-01	3.238551e-01	9.474792e-02	-9.211798e-01
2.259829e-04	2.629545e-04	2.690886e-04	1.106380e+00	1.355551e+00	6.688878e-03	2.535393e-03	5.410852e-03	7.594649e-01	3.941950e-01	3.544054e-01	-3.771209e-01
4.216009e-04	3.664014e-04	2.000774e-04	6.091973e-01	1.412751e+00	4.936460e-03	5.240016e-03	7.321145e-03	7.345584e-01	9.581393e-02	-6.548600e-01	1.496734e-01
2.308502e-04	2.883247e-04	2.520586e-04	1.541585e+00	7.591080e-01	4.059499e-03	7.067703e-03	2.491825e-03	2.971300e-01	-9.284860e-01	-2.226859e-01	-6.209179e-03
2.211041e-04	3.377144e-04	3.014634e-04	1.630124e+00	7.822245e-01	5.464880e-03	7.259786e-03	3.956567e-03	8.660087e-01	1.450151e-01	3.946276e-01	2.706818e-01
2.450178e-04	3.360612e-04	3.017055e-04	1.284941e+00	1.033742e+00	4.939232e-03	3.952008e-03	7.458542e-03	-3.091984e-02	2.169472e-01	9.076862e-01	3.578877e-01
3.728065e-04	2.266908e-04	3.225059e-04	1.242086e+00	1.117668e+00	2.899010e-03	3.979863e-03	5.974287e-03	1.067449e-01	9.460361e-01	2.758126e-01	-1.324714e-01
2.487880e-04	3.273342e-04	2.709550e-04	1.098648e+00	9.492081e-01	2.489108e-03	2.844172e-03	2.412474e-03	-3.060651e-01	1.044875e-01	9.460585e-01	-1.949129e-02
3.125051e-04	2.284400e-04	4.110192e-04	6.522065e-01	8.452240e-01	7.045813e-03	6.371140e-03	3.905436e-03	-2.981714e-01	9.543663e-01	-1.492627e-02	-7.484816e-03
3.898453e-04	2.740796e-04	2.566440e-04	1.521162e+00	1.197328e+00	4.058374e-03	2.659578e-03	7.520283e-03	7.686143e-02	5.884824e-01	6.547056e-01	4.681253e-01
3.091545e-04	2.703447e-04	2.860142e-04	9.434628e-01	1.020106e+00	4.580563e-03	5.829707e-03	3.515761e-03	6.743967e-01	4.162978e-01	5.665204e-01	-2.256987e-01
